,Soil Moisture,Temperature, Soil Humidity,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa)
13327,53.0,10.0,23.0,18.87,5.77,82.34,14.68,101.06
13328,83.0,34.0,68.0,18.84,5.62,82.48,14.72,101.06
13329,61.0,5.0,36.0,18.66,5.14,83.06,15.47,101.06
13330,51.0,0.0,50.0,18.48,4.66,83.63,16.22,101.06
13331,63.0,16.0,68.0,18.58,4.9,83.57,15.63,101.06
13332,2.0,38.0,34.0,18.69,5.15,83.5,15.04,101.07
13333,79.0,7.0,38.0,18.79,5.4,83.44,14.46,101.08
13334,86.0,10.0,26.0,18.9,5.64,83.38,13.87,101.08
13335,83.0,41.0,57.0,19.1,6.08,82.74,14.62,101.08
13336,45.0,21.0,55.0,19.31,6.52,82.09,15.38,101.08
13337,76.0,6.0,70.0,19.81,6.2,80.39,14.36,101.08
13338,10.0,39.0,61.0,20.31,5.88,78.68,13.33,101.08
13339,33.0,32.0,42.0,20.84,6.36,76.47,21.12,101.08
13340,47.0,24.0,58.0,21.36,6.84,74.27,28.92,101.09
13341,90.0,1.0,39.0,21.78,7.52,72.51,33.94,101.1
13342,74.0,18.0,64.0,22.21,8.21,70.76,38.95,101.1
13343,24.0,45.0,67.0,22.64,8.9,69.0,43.96,101.1
13344,33.0,26.0,69.0,23.06,9.58,67.24,48.98,101.11
13345,8.0,31.0,64.0,23.38,9.29,66.06,50.04,101.11
13346,21.0,29.0,59.0,23.71,8.99,64.88,51.11,101.1
13347,20.0,32.0,34.0,24.03,8.7,63.7,52.17,101.1
13348,64.0,1.0,48.0,24.35,8.78,62.31,52.17,101.11
13349,54.0,36.0,39.0,24.67,8.86,60.92,52.17,101.12
13350,51.0,42.0,33.0,25.18,8.57,59.02,44.84,101.13
13351,53.0,8.0,33.0,25.69,8.29,57.11,37.5,101.14
13352,17.0,6.0,27.0,25.92,8.83,55.58,47.32,101.15
13353,7.0,0.0,28.0,26.16,9.37,54.06,57.14,101.16
13354,76.0,16.0,38.0,26.58,9.45,52.6,54.1,101.17
13355,30.0,37.0,52.0,27.0,9.54,51.14,51.06,101.18
13356,40.0,10.0,26.0,27.52,9.33,49.68,53.44,101.18
13357,45.0,4.0,32.0,28.04,9.12,48.22,55.81,101.19
13358,12.0,6.0,42.0,28.41,11.58,46.33,57.9,101.2
13359,36.0,23.0,22.0,28.78,14.04,44.44,60.0,101.2
13360,78.0,34.0,47.0,29.24,13.3,43.77,57.28,101.21
13361,2.0,24.0,67.0,29.71,12.57,43.1,54.55,101.22
13362,50.0,25.0,24.0,29.78,12.78,42.13,59.7,101.23
13363,27.0,27.0,49.0,29.86,12.98,41.16,64.86,101.24
13364,65.0,39.0,50.0,30.52,10.34,39.92,57.96,101.26
13365,38.0,7.0,55.0,31.19,7.7,38.69,51.06,101.27
13366,65.0,30.0,22.0,31.5,9.8,37.88,59.82,101.26
13367,52.0,36.0,22.0,31.81,11.89,37.06,68.57,101.26
13368,29.0,32.0,22.0,31.84,11.76,35.91,74.28,101.26
13369,7.0,36.0,25.0,31.86,11.63,34.76,80.0,101.26
13370,13.0,15.0,25.0,32.44,10.6,34.1,68.57,101.26
13371,44.0,44.0,28.0,33.01,9.57,33.44,57.14,101.26
13372,80.0,38.0,63.0,33.17,9.64,33.02,54.66,101.27
13373,68.0,13.0,49.0,33.33,9.71,32.6,52.17,101.28
13374,2.0,40.0,48.0,33.55,9.34,32.34,49.62,101.27
13375,54.0,27.0,33.0,33.77,8.96,32.09,47.06,101.26
13376,36.0,14.0,70.0,34.31,8.64,31.11,50.2,101.25
13377,29.0,1.0,42.0,34.84,8.32,30.13,53.33,101.24
13378,13.0,36.0,33.0,35.17,8.37,28.91,55.94,101.24
13379,54.0,21.0,66.0,35.51,8.42,27.69,58.54,101.24
13380,85.0,6.0,62.0,35.82,8.28,27.34,51.49,101.24
13381,42.0,35.0,36.0,36.12,8.15,26.98,44.44,101.24
13382,41.0,11.0,26.0,36.21,8.72,26.78,51.49,101.24
13383,66.0,25.0,49.0,36.3,9.28,26.57,58.54,101.24
13384,89.0,25.0,35.0,36.13,9.55,26.45,56.54,101.24
13385,38.0,33.0,61.0,35.96,9.82,26.33,54.55,101.24
13386,1.0,10.0,68.0,36.25,9.76,26.19,53.94,101.23
13387,5.0,36.0,57.0,36.53,9.71,26.05,53.33,101.22
13388,27.0,32.0,41.0,37.03,8.9,25.33,51.16,101.22
13389,25.0,4.0,21.0,37.52,8.09,24.61,48.98,101.21
13390,26.0,41.0,58.0,37.02,9.58,23.52,58.54,101.21
13391,85.0,32.0,68.0,37.22,9.52,23.38,55.36,101.2
13392,3.0,17.0,23.0,37.42,9.45,23.24,52.17,101.2
13393,37.0,19.0,58.0,37.76,8.56,23.26,49.62,101.2
13394,45.0,18.0,57.0,38.11,7.66,23.27,47.06,101.19
13395,70.0,32.0,63.0,38.36,7.68,22.62,48.53,101.19
13396,59.0,37.0,23.0,38.61,7.7,21.96,50.0,101.19
13397,23.0,7.0,47.0,38.79,7.04,21.88,35.0,101.18
13398,29.0,13.0,57.0,38.98,6.38,21.81,20.0,101.18
13399,49.0,34.0,32.0,38.22,7.46,23.04,33.53,101.17
13400,66.0,5.0,57.0,37.45,8.54,24.26,47.06,101.16
13401,88.0,27.0,44.0,36.88,8.28,24.64,48.02,101.15
13402,2.0,25.0,49.0,36.31,8.03,25.02,48.98,101.14
13403,73.0,33.0,37.0,36.06,8.15,25.1,51.76,101.14
13404,24.0,3.0,51.0,35.82,8.27,25.18,54.55,101.13
13405,10.0,9.0,47.0,36.97,9.16,25.56,46.63,101.12
13406,78.0,25.0,34.0,38.11,10.05,25.93,38.71,101.11
13407,37.0,12.0,57.0,37.67,9.82,27.78,40.41,101.1
13408,69.0,34.0,31.0,37.23,9.58,29.63,42.11,101.1
13409,64.0,38.0,53.0,36.14,10.34,31.53,41.74,101.08
13410,8.0,24.0,31.0,35.05,11.1,33.43,41.38,101.07
13411,40.0,2.0,22.0,34.24,11.08,35.1,49.26,101.06
13412,90.0,27.0,33.0,33.44,11.06,36.77,57.14,101.05
13413,11.0,16.0,28.0,33.38,11.62,36.67,49.26,101.04
13414,51.0,13.0,27.0,33.33,12.18,36.57,41.38,101.04
13415,38.0,42.0,36.0,33.39,12.1,36.51,33.46,101.03
13416,33.0,5.0,51.0,33.45,12.03,36.45,25.53,101.02
13417,34.0,45.0,25.0,33.68,13.03,36.03,52.76,101.02
13418,21.0,19.0,23.0,33.91,14.03,35.61,80.0,101.02
13419,33.0,21.0,55.0,33.98,13.32,35.66,74.28,101.02
13420,81.0,29.0,38.0,34.05,12.6,35.72,68.57,101.02
13421,18.0,41.0,60.0,33.94,12.66,36.08,68.57,101.02
13422,16.0,38.0,41.0,33.84,12.72,36.45,68.57,101.02
13423,37.0,34.0,34.0,33.27,14.18,36.84,73.0,101.02
13424,52.0,17.0,40.0,32.7,15.64,37.22,77.42,101.01
13425,5.0,22.0,51.0,32.4,16.36,37.5,76.21,101.0
13426,20.0,41.0,44.0,32.1,17.08,37.79,75.0,100.99
13427,41.0,33.0,66.0,32.42,16.28,37.38,72.8,100.98
13428,72.0,14.0,58.0,32.73,15.48,36.96,70.59,100.98
13429,8.0,20.0,69.0,32.72,16.64,36.83,78.15,100.98
13430,71.0,16.0,46.0,32.7,17.8,36.7,85.71,100.98
13431,31.0,29.0,48.0,32.41,18.1,36.65,81.56,100.98
13432,43.0,41.0,33.0,32.12,18.39,36.59,77.42,100.98
13433,6.0,21.0,51.0,31.92,17.8,36.56,76.21,100.98
13434,10.0,18.0,45.0,31.71,17.22,36.54,75.0,100.98
13435,51.0,5.0,42.0,31.86,15.07,36.33,75.0,100.98
13436,78.0,16.0,62.0,32.0,12.92,36.12,75.0,100.97
13437,24.0,41.0,31.0,31.49,13.92,36.41,71.78,100.97
13438,66.0,37.0,31.0,30.98,14.93,36.7,68.57,100.97
13439,64.0,28.0,59.0,30.88,13.72,36.56,60.95,100.96
13440,24.0,25.0,70.0,30.77,12.5,36.41,53.33,100.96
13441,64.0,36.0,41.0,30.51,14.22,36.6,66.66,100.96
13442,21.0,12.0,52.0,30.25,15.94,36.79,80.0,100.95
13443,5.0,44.0,25.0,30.19,15.37,37.07,75.3,100.94
13444,66.0,26.0,50.0,30.13,14.8,37.35,70.59,100.94
13445,82.0,44.0,42.0,30.0,15.16,37.16,68.63,100.94
13446,14.0,41.0,42.0,29.87,15.51,36.96,66.67,100.93
13447,71.0,10.0,48.0,29.74,16.68,37.02,73.34,100.94
13448,7.0,9.0,55.0,29.61,17.85,37.08,80.0,100.94
13449,84.0,3.0,51.0,29.47,16.4,37.0,71.58,100.94
13450,89.0,17.0,25.0,29.33,14.94,36.93,63.16,100.94
13451,8.0,34.0,38.0,29.41,14.38,36.5,64.91,100.94
13452,75.0,25.0,26.0,29.49,13.81,36.08,66.67,100.94
13453,75.0,15.0,63.0,29.41,13.14,35.94,73.34,100.94
13454,47.0,23.0,39.0,29.33,12.47,35.79,80.0,100.95
13455,54.0,0.0,61.0,29.16,13.07,36.01,80.0,100.95
13456,4.0,0.0,37.0,28.99,13.66,36.23,80.0,100.95
13457,28.0,17.0,26.0,28.98,12.08,36.38,70.0,100.95
13458,42.0,31.0,67.0,28.96,10.51,36.54,60.0,100.95
13459,62.0,15.0,37.0,28.68,12.04,36.78,68.71,100.96
13460,34.0,3.0,23.0,28.39,13.57,37.03,77.42,100.96
13461,55.0,16.0,44.0,28.04,14.78,37.75,76.21,100.98
13462,53.0,22.0,46.0,27.7,15.98,38.47,75.0,100.99
13463,48.0,0.0,54.0,27.45,17.26,38.84,78.88,100.98
13464,48.0,33.0,26.0,27.2,18.54,39.21,82.76,100.98
13465,6.0,33.0,61.0,26.98,17.83,40.14,80.25,100.98
13466,87.0,22.0,58.0,26.76,17.11,41.06,77.74,100.99
13467,38.0,40.0,50.0,26.53,16.4,41.99,75.24,101.0
13468,37.0,2.0,35.0,26.31,15.69,42.92,72.73,101.0
13469,9.0,31.0,32.0,26.11,14.5,43.76,67.14,101.0
13470,22.0,39.0,67.0,25.91,13.31,44.59,61.54,101.0
13471,84.0,34.0,50.0,25.58,13.46,45.66,64.1,101.0
13472,86.0,11.0,67.0,25.24,13.61,46.72,66.67,101.0
13473,10.0,29.0,31.0,24.93,12.76,47.9,61.24,101.0
13474,83.0,7.0,54.0,24.62,11.9,49.07,55.81,101.01
13475,71.0,42.0,53.0,24.27,10.47,50.32,51.44,101.02
13476,15.0,12.0,57.0,23.92,9.04,51.56,47.06,101.03
13477,44.0,19.0,57.0,23.64,9.36,52.59,49.06,101.03
13478,59.0,40.0,49.0,23.35,9.69,53.62,51.06,101.03
13479,31.0,24.0,37.0,23.01,10.98,55.02,54.8,101.04
13480,31.0,24.0,20.0,22.67,12.28,56.42,58.54,101.04
13481,27.0,28.0,32.0,22.47,11.49,57.59,52.8,101.05
13482,4.0,45.0,37.0,22.27,10.7,58.76,47.06,101.06
13483,29.0,43.0,61.0,22.12,11.04,59.54,49.62,101.06
13484,57.0,33.0,25.0,21.96,11.38,60.33,52.17,101.06
13485,51.0,12.0,46.0,21.82,11.23,61.38,52.17,101.06
13486,15.0,17.0,24.0,21.67,11.07,62.44,52.17,101.06
13487,62.0,34.0,57.0,21.52,11.17,63.4,47.9,101.08
13488,32.0,27.0,70.0,21.37,11.27,64.36,43.64,101.09
13489,68.0,34.0,43.0,21.26,10.8,65.28,35.94,101.1
13490,28.0,35.0,50.0,21.14,10.32,66.21,28.24,101.11
13491,49.0,26.0,35.0,21.02,9.52,67.1,29.7,101.12
13492,49.0,1.0,26.0,20.9,8.72,68.0,31.17,101.13
13493,67.0,22.0,69.0,20.8,8.79,68.83,27.02,101.14
13494,34.0,45.0,48.0,20.69,8.86,69.66,22.86,101.14
13495,31.0,27.0,55.0,20.66,9.53,70.46,22.64,101.15
13496,59.0,14.0,37.0,20.64,10.2,71.27,22.43,101.16
13497,64.0,42.0,66.0,20.48,9.53,72.22,19.78,101.16
13498,56.0,22.0,47.0,20.33,8.86,73.18,17.14,101.17
13499,31.0,33.0,68.0,20.29,9.48,73.8,20.38,101.17
13500,14.0,15.0,59.0,20.24,10.09,74.42,23.62,101.18
13501,1.0,7.0,59.0,20.2,10.71,75.05,26.85,101.18
13502,10.0,4.0,30.0,20.15,11.32,75.67,30.09,101.19
13503,16.0,20.0,37.0,20.11,11.94,76.29,33.33,101.19
13504,69.0,31.0,30.0,20.1,12.6,76.9,31.12,101.19
13505,75.0,16.0,68.0,20.08,13.27,77.5,28.92,101.19
13506,27.0,28.0,20.0,20.0,12.03,78.0,39.46,101.2
13507,54.0,28.0,31.0,19.92,10.79,78.5,50.0,101.2
13508,44.0,34.0,23.0,19.86,10.27,78.9,41.0,101.2
13509,27.0,31.0,65.0,19.79,9.76,79.3,32.0,101.2
13510,47.0,9.0,20.0,19.78,10.2,79.22,41.53,101.2
13511,36.0,44.0,30.0,19.78,10.65,79.15,51.06,101.21
13512,52.0,0.0,60.0,19.72,10.57,79.42,38.72,101.22
13513,22.0,43.0,25.0,19.66,10.48,79.68,26.37,101.22
13514,86.0,26.0,25.0,19.6,10.34,79.8,33.18,101.24
13515,38.0,9.0,40.0,19.54,10.21,79.92,40.0,101.25
13516,14.0,5.0,63.0,19.5,9.56,80.1,30.81,101.25
13517,5.0,10.0,30.0,19.46,8.9,80.28,21.62,101.25
13518,82.0,28.0,48.0,19.42,9.35,80.46,23.18,101.26
13519,22.0,24.0,48.0,19.37,9.8,80.64,24.74,101.26
13520,38.0,21.0,40.0,19.39,9.89,80.54,33.06,101.26
13521,47.0,9.0,24.0,19.41,9.97,80.45,41.38,101.26
13522,11.0,15.0,56.0,19.37,10.18,80.55,38.6,101.26
13523,14.0,2.0,54.0,19.33,10.4,80.65,35.82,101.26
13524,83.0,18.0,25.0,19.35,10.4,80.55,38.97,101.26
13525,39.0,20.0,54.0,19.38,10.4,80.45,42.11,101.26
13526,49.0,25.0,21.0,19.41,9.6,80.19,39.24,101.26
13527,82.0,22.0,27.0,19.44,8.81,79.94,36.36,101.27
13528,45.0,44.0,64.0,19.45,9.19,79.56,38.52,101.27
13529,9.0,16.0,26.0,19.46,9.57,79.19,40.68,101.27
13530,10.0,7.0,20.0,19.48,9.56,78.84,41.4,101.27
13531,50.0,11.0,62.0,19.49,9.54,78.49,42.11,101.27
13532,59.0,39.0,34.0,19.46,10.07,78.57,43.7,101.26
13533,46.0,16.0,53.0,19.44,10.6,78.65,45.28,101.26
13534,84.0,7.0,20.0,19.34,9.92,79.16,41.39,101.26
13535,83.0,43.0,37.0,19.24,9.24,79.67,37.5,101.26
13536,34.0,34.0,25.0,19.22,9.96,79.9,33.38,101.26
13537,45.0,20.0,64.0,19.2,10.67,80.14,29.27,101.26
13538,80.0,9.0,53.0,19.18,10.92,80.43,41.3,101.26
13539,40.0,9.0,28.0,19.16,11.16,80.72,53.33,101.25
13540,31.0,38.0,30.0,19.18,11.24,80.85,53.33,101.24
13541,53.0,14.0,26.0,19.19,11.31,80.98,53.33,101.24
13542,56.0,17.0,49.0,19.16,11.39,81.27,50.2,101.23
13543,20.0,14.0,52.0,19.14,11.46,81.56,47.06,101.22
13544,30.0,36.0,70.0,19.06,10.86,81.93,46.6,101.22
13545,13.0,30.0,28.0,18.98,10.27,82.29,46.15,101.21
13546,27.0,42.0,42.0,18.95,10.0,82.36,48.6,101.2
13547,89.0,28.0,22.0,18.93,9.74,82.43,51.06,101.2
13548,78.0,26.0,52.0,18.84,9.09,82.76,43.44,101.2
13549,32.0,40.0,41.0,18.74,8.45,83.09,35.82,101.19
13550,89.0,40.0,44.0,18.72,8.99,83.18,38.6,101.18
13551,36.0,15.0,33.0,18.69,9.53,83.26,41.38,101.18
13552,78.0,27.0,45.0,18.67,9.35,83.28,47.96,101.18
13553,84.0,17.0,65.0,18.65,9.17,83.3,54.55,101.18
13554,16.0,12.0,61.0,18.65,9.1,83.32,46.94,101.18
13555,70.0,26.0,28.0,18.66,9.03,83.34,39.34,101.17
13556,21.0,24.0,28.0,18.65,8.82,83.43,32.44,101.16
13557,55.0,5.0,22.0,18.64,8.6,83.52,25.53,101.15
13558,15.0,29.0,56.0,18.62,9.32,83.7,26.4,101.15
13559,55.0,40.0,37.0,18.61,10.04,83.87,27.27,101.15
13560,80.0,40.0,69.0,18.58,9.86,83.98,28.57,101.15
13561,29.0,41.0,42.0,18.55,9.68,84.1,29.87,101.14
13562,70.0,45.0,59.0,18.52,9.5,84.21,31.17,101.14
13563,66.0,7.0,36.0,18.47,9.02,84.48,38.22,101.14
13564,22.0,26.0,55.0,18.42,8.54,84.76,45.28,101.13
13565,41.0,21.0,42.0,18.42,8.73,84.83,39.08,101.12
13566,52.0,22.0,22.0,18.42,8.92,84.9,32.88,101.11
13567,15.0,8.0,44.0,18.4,8.49,84.99,38.66,101.11
13568,54.0,3.0,54.0,18.38,8.06,85.08,44.44,101.11
13569,20.0,26.0,54.0,18.32,8.27,85.29,47.22,101.1
13570,16.0,13.0,44.0,18.27,8.48,85.5,50.0,101.09
13571,37.0,31.0,59.0,18.21,8.48,85.78,42.91,101.09
13572,27.0,18.0,67.0,18.15,8.47,86.06,35.82,101.09
13573,37.0,41.0,42.0,18.2,8.73,86.1,39.34,101.09
13574,1.0,11.0,69.0,18.25,8.99,86.15,42.86,101.09
13575,71.0,23.0,69.0,18.19,8.82,86.62,42.67,101.08
13576,36.0,22.0,37.0,18.13,8.66,87.08,42.48,101.08
13577,72.0,18.0,34.0,18.08,8.49,87.55,42.3,101.07
13578,60.0,22.0,56.0,18.02,8.32,88.02,42.11,101.07
13579,54.0,35.0,40.0,18.0,8.16,88.44,43.28,101.07
13580,17.0,10.0,67.0,17.99,8.01,88.85,44.44,101.07
13581,41.0,21.0,52.0,17.94,7.94,89.18,45.3,101.07
13582,4.0,29.0,53.0,17.9,7.88,89.51,46.15,101.07
13583,88.0,41.0,53.0,17.92,7.81,89.74,47.56,101.07
13584,28.0,0.0,31.0,17.93,7.74,89.98,48.98,101.07
13585,42.0,34.0,32.0,17.9,8.17,90.28,47.13,101.07
13586,71.0,5.0,38.0,17.88,8.6,90.57,45.28,101.07
13587,12.0,8.0,31.0,17.88,8.66,90.68,40.55,101.07
13588,30.0,7.0,23.0,17.89,8.72,90.79,35.82,101.08
13589,47.0,22.0,24.0,17.92,9.09,90.99,49.49,101.08
13590,33.0,39.0,58.0,17.94,9.45,91.18,63.16,101.08
13591,81.0,3.0,68.0,17.93,9.6,91.36,57.66,101.07
13592,63.0,3.0,51.0,17.92,9.75,91.54,52.17,101.07
13593,74.0,44.0,50.0,17.94,9.52,91.77,44.84,101.07
13594,73.0,4.0,45.0,17.97,9.28,92.0,37.5,101.08
13595,77.0,37.0,48.0,17.96,9.64,92.1,30.07,101.08
13596,57.0,0.0,23.0,17.95,10.01,92.2,22.64,101.09
13597,20.0,35.0,53.0,17.92,9.93,92.48,30.99,101.09
13598,89.0,41.0,69.0,17.9,9.86,92.76,39.34,101.09
13599,20.0,31.0,49.0,17.86,9.53,92.99,29.93,101.09
13600,31.0,37.0,29.0,17.82,9.2,93.22,20.51,101.09
13601,29.0,10.0,24.0,17.85,9.25,93.34,20.26,101.1
13602,50.0,34.0,47.0,17.88,9.3,93.47,20.0,101.1
13603,61.0,42.0,20.0,17.85,9.57,93.66,22.12,101.1
13604,72.0,4.0,62.0,17.83,9.85,93.85,24.24,101.1
13605,82.0,16.0,63.0,17.81,9.43,93.99,31.79,101.1
13606,27.0,2.0,32.0,17.79,9.0,94.13,39.34,101.1
13607,83.0,32.0,59.0,17.78,9.28,94.32,32.58,101.1
13608,16.0,19.0,33.0,17.77,9.56,94.52,25.81,101.1
13609,38.0,34.0,50.0,17.74,9.36,94.65,23.34,101.1
13610,55.0,17.0,23.0,17.7,9.16,94.78,20.87,101.11
13611,30.0,19.0,24.0,17.66,9.12,94.95,20.6,101.11
13612,75.0,29.0,28.0,17.62,9.08,95.12,20.34,101.11
13613,52.0,21.0,46.0,17.61,9.05,95.2,20.97,101.11
13614,9.0,31.0,44.0,17.6,9.01,95.29,21.59,101.12
13615,89.0,33.0,56.0,17.59,8.98,95.37,22.22,101.12
13616,18.0,25.0,33.0,17.58,8.9,95.46,22.02,101.12
13617,87.0,24.0,55.0,17.58,8.81,95.54,21.82,101.12
13618,44.0,32.0,46.0,17.59,8.8,95.55,28.36,101.12
13619,43.0,17.0,33.0,17.6,8.78,95.56,34.91,101.12
13620,9.0,18.0,29.0,17.61,8.77,95.57,41.46,101.12
13621,61.0,27.0,40.0,17.62,8.76,95.58,48.0,101.12
13622,19.0,16.0,53.0,17.71,8.62,95.27,45.06,101.12
13623,65.0,28.0,59.0,17.8,8.48,94.96,42.11,101.13
13624,32.0,28.0,37.0,18.03,8.87,93.98,31.31,101.14
13625,4.0,31.0,57.0,18.26,9.26,92.99,20.51,101.14
13626,80.0,16.0,21.0,18.52,9.35,91.5,22.76,101.15
13627,72.0,45.0,20.0,18.79,9.44,90.02,25.0,101.15
13628,85.0,18.0,28.0,18.95,9.86,89.26,23.12,101.16
13629,71.0,40.0,23.0,19.11,10.27,88.5,21.24,101.16
13630,78.0,40.0,68.0,19.32,9.24,87.68,19.78,101.16
13631,5.0,16.0,54.0,19.53,8.21,86.87,18.32,101.17
13632,48.0,6.0,39.0,19.9,8.1,85.34,17.98,101.17
13633,75.0,30.0,58.0,20.27,7.99,83.81,17.65,101.17
13634,83.0,3.0,56.0,20.9,7.83,80.97,17.65,101.18
13635,89.0,44.0,40.0,21.52,7.67,78.12,17.65,101.18
13636,54.0,16.0,50.0,22.14,7.51,75.28,17.65,101.19
13637,66.0,10.0,51.0,22.77,7.35,72.44,17.65,101.2
13638,16.0,1.0,68.0,23.56,7.54,69.53,17.78,101.2
13639,64.0,45.0,64.0,24.35,7.74,66.62,17.91,101.19
13640,73.0,26.0,65.0,24.61,7.44,64.74,17.65,101.2
13641,62.0,45.0,61.0,24.87,7.14,62.85,17.39,101.22
13642,54.0,16.0,65.0,25.14,8.08,61.54,36.6,101.22
13643,79.0,16.0,43.0,25.4,9.03,60.24,55.81,101.23
13644,2.0,9.0,63.0,25.96,8.76,58.18,49.72,101.24
13645,48.0,16.0,36.0,26.53,8.5,56.12,43.64,101.24
13646,24.0,13.0,22.0,27.07,9.29,53.81,51.82,101.25
13647,39.0,33.0,27.0,27.61,10.08,51.5,60.0,101.26
13648,5.0,36.0,68.0,27.65,10.14,50.93,57.9,101.26
13649,29.0,27.0,69.0,27.69,10.2,50.36,55.81,101.27
13650,58.0,15.0,34.0,28.23,10.56,48.86,51.9,101.26
13651,74.0,3.0,70.0,28.77,10.93,47.37,48.0,101.25
13652,67.0,15.0,21.0,29.26,12.22,45.78,50.08,101.25
13653,72.0,37.0,26.0,29.76,13.52,44.19,52.17,101.25
13654,67.0,32.0,27.0,30.23,10.96,42.75,49.62,101.25
13655,41.0,44.0,53.0,30.7,8.41,41.31,47.06,101.25
13656,57.0,14.0,64.0,30.87,8.57,40.66,41.44,101.26
13657,55.0,12.0,54.0,31.04,8.72,40.01,35.82,101.27
13658,35.0,11.0,54.0,31.13,8.7,39.36,45.82,101.28
13659,90.0,33.0,32.0,31.22,8.69,38.72,55.81,101.28
13660,22.0,45.0,66.0,31.74,8.41,37.3,47.36,101.28
13661,65.0,27.0,35.0,32.25,8.14,35.87,38.92,101.28
13662,23.0,30.0,37.0,32.76,7.86,34.44,30.47,101.27
13663,45.0,20.0,25.0,33.28,7.58,33.02,22.02,101.27
13664,22.0,24.0,31.0,33.4,7.61,32.62,27.01,101.27
13665,25.0,16.0,67.0,33.52,7.64,32.21,32.0,101.27
13666,78.0,3.0,63.0,33.86,8.34,30.62,37.82,101.26
13667,69.0,34.0,49.0,34.19,9.04,29.04,43.64,101.25
13668,68.0,38.0,30.0,34.17,9.7,28.44,55.16,101.24
13669,87.0,12.0,55.0,34.15,10.36,27.84,66.67,101.24
13670,84.0,19.0,65.0,34.3,9.87,27.59,63.34,101.24
13671,79.0,45.0,45.0,34.46,9.38,27.34,60.0,101.23
13672,49.0,7.0,39.0,34.76,9.31,26.68,64.28,101.23
13673,58.0,26.0,47.0,35.07,9.24,26.02,68.57,101.23
13674,29.0,32.0,38.0,35.52,9.36,25.21,62.19,101.23
13675,80.0,39.0,39.0,35.97,9.48,24.4,55.81,101.23
13676,26.0,39.0,25.0,36.03,9.68,23.94,62.19,101.22
13677,57.0,3.0,69.0,36.09,9.88,23.47,68.57,101.22
13678,58.0,31.0,47.0,36.31,9.21,22.6,54.28,101.21
13679,42.0,44.0,33.0,36.53,8.54,21.73,40.0,101.2
13680,76.0,43.0,57.0,36.5,10.06,20.02,62.86,101.2
13681,80.0,33.0,69.0,36.48,11.58,18.32,85.71,101.19
13682,89.0,37.0,58.0,36.82,11.24,17.35,65.93,101.18
13683,58.0,13.0,70.0,37.15,10.9,16.38,46.15,101.17
13684,20.0,45.0,56.0,37.39,10.43,15.18,36.87,101.16
13685,80.0,30.0,45.0,37.63,9.96,13.98,27.59,101.16
13686,57.0,14.0,65.0,37.1,10.43,14.4,43.8,101.15
13687,41.0,43.0,26.0,36.57,10.9,14.83,60.0,101.14
13688,49.0,43.0,32.0,35.75,10.98,15.48,60.0,101.14
13689,67.0,41.0,65.0,34.92,11.06,16.13,60.0,101.13
13690,70.0,7.0,34.0,35.01,10.56,15.84,60.77,101.12
13691,62.0,21.0,31.0,35.1,10.05,15.55,61.54,101.12
13692,4.0,0.0,49.0,35.97,9.93,14.6,60.04,101.12
13693,64.0,42.0,21.0,36.84,9.8,13.66,58.54,101.11
13694,41.0,23.0,64.0,37.38,10.42,12.76,60.85,101.1
13695,71.0,14.0,34.0,37.91,11.05,11.85,63.16,101.09
13696,90.0,19.0,63.0,37.5,10.71,12.29,63.16,101.08
13697,26.0,35.0,70.0,37.09,10.37,12.73,63.16,101.07
13698,80.0,14.0,26.0,36.28,10.27,13.4,56.07,101.06
13699,41.0,19.0,28.0,35.46,10.18,14.07,48.98,101.06
13700,90.0,28.0,39.0,35.16,10.03,14.27,37.97,101.05
13701,76.0,21.0,59.0,34.86,9.88,14.47,26.97,101.04
13702,83.0,30.0,54.0,35.1,9.33,14.28,37.97,101.03
13703,82.0,22.0,37.0,35.34,8.78,14.09,48.98,101.02
13704,81.0,2.0,68.0,35.6,8.73,15.13,40.28,101.02
13705,85.0,32.0,64.0,35.86,8.68,16.17,31.58,101.02
13706,13.0,39.0,24.0,35.66,10.97,21.54,37.61,101.02
13707,10.0,37.0,21.0,35.46,13.26,26.92,43.64,101.01
13708,13.0,8.0,50.0,35.09,12.85,27.84,43.64,101.0
13709,21.0,22.0,39.0,34.72,12.44,28.77,43.64,100.99
13710,24.0,15.0,36.0,34.22,12.39,29.5,42.51,100.98
13711,23.0,25.0,40.0,33.71,12.34,30.23,41.38,100.98
13712,8.0,5.0,63.0,33.14,11.98,31.56,57.06,100.98
13713,78.0,28.0,36.0,32.56,11.62,32.89,72.73,100.97
13714,1.0,29.0,44.0,32.61,12.14,32.96,64.27,100.96
13715,45.0,7.0,20.0,32.66,12.66,33.02,55.81,100.96
13716,67.0,25.0,38.0,32.6,13.24,32.69,63.2,100.96
13717,67.0,12.0,29.0,32.54,13.81,32.36,70.59,100.95
13718,29.0,25.0,65.0,32.38,14.12,32.47,70.59,100.94
13719,14.0,14.0,33.0,32.23,14.44,32.58,70.59,100.94
13720,9.0,19.0,65.0,32.19,13.92,32.73,72.8,100.94
13721,76.0,12.0,50.0,32.16,13.39,32.88,75.0,100.94
13722,43.0,43.0,55.0,32.15,13.54,32.03,76.21,100.94
13723,64.0,2.0,24.0,32.14,13.68,31.17,77.42,100.95
13724,4.0,45.0,25.0,31.8,13.62,32.06,77.42,100.94
